text,discourse_relation
we all seem to have a surfeit.,background
"Poor child! thy friend's bridal chamber is a black coffin, and thou becomest an old maid.",background
none still,background
>>> yiin has won the game with 10 points.,background
no,background
"A change had, however, taken place in his wife; after she had been restored to life, it seemed as if all love for her husband had gone out of her heart.",background
Sounds right now.,background
i could even play 2 on thurs,background
No,background
"Shouldn't have put the robber on the ore space, then :P",background
"build,",background
me again. ,background
Sounds right now.,background
>>> Carina has won the game with 10 points.,background
"No, thank you, Mrs Cat, answered the wolf.",background
didn't even see that coming.,background
yeah thought so,background
"ok, so we could do with playing all games before thursday",background
"yes,",background
No,background
But must dash!,background
"I.e., the game stays ""in progress""",background
What do you play?,background
not any more,background
"When he had made two snips, he saw the little Red-Cap shining, and then he made two snips more, and the little girl sprang out, crying: Ah, how frightened I have been!",background
"Sorry, no clay",background
"yeah me too,",background
but looads of 6's no 8's :p,background
"And on the third morning stood water for washing and water for drinking before the mans daughter, and milk for washing and wine for drinking, before the womans daughter, and so it continued.",background
contact me for the money,background
yes,background
still no,background
click register a trade,background
it just seems,background
"got none, sorry :(",background
I wish I had sheep.,background
So do I.,background
now i could trade,background
thanks guys,background
And pray what was his profession and his standing in respectable society?,background
>>> ztime has won the game with 10 points.,background
i dunno how to make trades work :(,background
>>> sabercat has won the game with 10 points.,background
"When at last he had ruined his health, they brought him into the country, where someone paid for his board and residence.",background
*ADDTIME*,background
we wait ten mins for cameron,background
No sheep/ore :/,background
8s and 9s aren't as common as i'd hoped!,background
afraid still none!,background
sorry,background
Same.,background
i hate you jade,background
will make a brew,background
click register a trade,background
"Shouldn't have put the robber on the ore space, then :P",background
that wasnt me,background
i'll load up gmail,background
am clayless :(,background
"ah, don't need any wood!",background
No brick here,background
longest road i think only from 5 roads or longer,background
I just got an email about winning a competition for movie tickets,background
I'm all wheaty,background
"Hm, shouldn't happen",background
"And on the third morning stood water for washing and water for drinking before the mans daughter, and milk for washing and wine for drinking, before the womans daughter, and so it continued.",background
I have no wood,background
still no,background
first,background
still no,background
game log says it...,background
sent the trade,background
i have lots of wheat,background
I know for roads it will show on the map,background
"none at all,",background
anyone want to trade a sheep?,background
Ghettoette traded 1 clay for 1 wood from catanstrophe.,background
Most German/Austrian composers from the 18th/19th centuries.,background
Maybe give till ten past ,background
"A little tree stood near the ash-heap and said, Ash-heap, why art thou burning?",background
>>> intemporaliter has won the game with 10 points.,background
we all do!,background
"build,",background
>>> ljaybrad123 has won the game with 10 points.,background
you can continue even if one player leaves,background
none either,background
so I moved him twice,background
you can continue even if one player leaves,background
I have no wood,background
game log says it...,background
>>> chrysaetos has won the game with 10 points.,background
lol,background
"No, replied Ginger, who had opened the envelope, it is the rates and taxes, 3 pounds 19 11 3/4. [pounds are British money, the 19 is schillings, and then pence]",background
can anyone spare wood or ore?,background
good stuff. see you guys tomorrow :),background
It was nice playing with you.,background
Where? where? cooed the doves.,background
"trade,",background
do you lose the chat log?,background
sorry just spent it :/,background
no ore sorry,background
not any more,background
"ok,",background
lol,background
lol,background
does the robber do anything,background
i'll trade sheep for wheat,background
i could even play 2 on thurs,background
Euan discarded 4 resources.,background
good stuff. see you guys tomorrow :),background
so I moved him twice,background
THIS story really consists of two parts.,background
How did we fix it last time,background
we seem to be abundant,background
>>> gramos has won the game with 10 points.,background
>>> CheshireCatGrin has won the game with 10 points.,background
we seem to be abundant,background
click register a trade,background
I'm game,background
>>> gramos has won the game with 10 points.,background
anyone want to sell sheep?,background
Indeed,background
no,background
none still,background
And pray what was his profession and his standing in respectable society?,background
"A little tree stood near the ash-heap and said, Ash-heap, why art thou burning?",background
confused.com,background
"Fair,",background
No,background
at least i forgot to play it,background
my flatmate is too laxy,background
we'll see how the board treats us,background
afraid i'm out,background
"Haha, fingers crossed!",background
we can set the new one up in the meantime,background
THIS story really consists of two parts.,background
we seem to be abundant,background
please CC markus in,background
>>> ztime has won the game with 10 points.,background
we seem to be abundant,background
but looads of 6's no 8's :p,background
But must dash!,background
"I moved it there with the 7,",background
didn't even see that coming.,background
we wait ten mins for cameron,background
that wasnt me,background
>>> inca has won the game with 10 points.,background
very well played,background
"what did you want to give,",background
oh great,background
still none,background
i hate,background
am clayless :(,background
anyone got some ore?,background
And this is my story.,background
anyone want to sell sheep?,background
"Fair,",background
click register a trade,background
i could even play 2 on thurs,background
when you have to,background
Where? where? cooed the doves.,background
we'll see how the board treats us,background
see you then hopefully!,background
thanks,background
it's clay my heart desires!,background
lol,background
>>> nareik15 has won the game with 10 points.,background
How did we fix it last time,background
lol,background
"none at all,",background
sabercat traded 2 clay for 2 sheep from skinnylinny.,background
But must dash!,background
"ok, so we could do with playing all games before thursday",background
it just seems,background
game log says it...,background
>>> gotwood4sheep has won the game with 10 points.,background
i have clay,background
I am happy to keep playing,background
I'd like to see it.,background
wheat then?,background
"The next morning when he awoke he lifted up his pillow, and there lay the piece of gold glittering underneath; the same happened next day, and indeed every day when he arose.",background
I have no wood,background
No clay either,background
Rachmaninov also has some beautiful piano works,background
sent the trade,background
anyone want wheat?,background
see you then hopefully!,background
sorry,background
ya,background
hopeless!,background
>>> dmm has won the game with 10 points.,background
"And on the third morning stood water for washing and water for drinking before the mans daughter, and milk for washing and wine for drinking, before the womans daughter, and so it continued.",background
afraid still none!,background
>>> Tomm has won the game with 10 points.,background
*twiddles thumbs*,background
"ok,",background
I just got an email about winning a competition for movie tickets,background
"but I need wood, too",background
>>> dmm has won the game with 10 points.,background
"Sorry,",background
hi william!,background
Ghettoette traded 1 clay for 1 wood from catanstrophe.,background
"trade,",background
we can try emailing him,background
"The hen who had lost the loose little feather naturally did not recognise her own story, and being a respectable hen, said: I despise those fowls; but there are more of that kind.",background
contact me for the money,background
no,background
at least i forgot to play it,background
>>> nareik15 has won the game with 10 points.,background
And the cow?,background
"well, I look forward to thursday, yes",background
not me bro..,background
good stuff. see you guys tomorrow :),background
hopeless!,background
i have wood,background
"The hen who had lost the loose little feather naturally did not recognise her own story, and being a respectable hen, said: I despise those fowls; but there are more of that kind.",background
is there anything else the client is wanting you to do ,background
i'll trade sheep for wheat,background
>>> Sparkles has won the game with 11 points.,background
now i could trade,background
yea,background
a lot of 7s coming up this game.,background
"trade,",background
good luck all :),background
hi william!,background
what happened?,background
"No ore, sorry.",background
i was lucky to get directly the 7,background
No sheep/ore :/,background
yea,background
anyone got some ore?,background
No,background
nicely done,background
"trade,",background
do you have ore,background
"No ore, sorry.",background
It seems to have rolled for me,background
anyone want wheat?,background
1 wheat for 1 clay,background
it's clay my heart desires!,background
i've enjoyed this,background
elusive German :P,background
"ah, don't need any wood!",background
Miss Moppet holds her poor head in her paws and looks at him through a hole in the duster.,background
>>> tomas.kostan has won the game with 10 points.,background
a lot of 7s coming up this game.,background
i'll load up gmail,background
anyone want to trade a sheep?,background
"I can offer about 10mins more,",background
And the silver?,background
And the horse?,background
anyone want wheat?,background
we all do!,background
Congrats!,background
me again. ,background
"Sorry, no clay",background
"gotta go all,",background
well maybe tonight will be your night,background
but he joined league 1 minute ago as well,background
afraid still none!,background
>>> ljaybrad123 has won the game with 10 points.,background
I'd like some wheat?,background
>>> Tomm has won the game with 10 points.,background
i agree,background
can anyone spare wood or ore?,background
nay,background
well played william!,background
"Soon, I shall have new zealand.",background
>>> Tomm has won the game with 10 points.,background
can anyone spare wood or ore?,background
thanks guys,background
"OUR scene is laid in Northern Jutland, in the so-called wild moor.",background
8s and 9s aren't as common as i'd hoped!,background
>>> dmm has won the game with 10 points.,background
Same here...,background
for some reason i often find 10s are much rarer than they should be,background
i need sheep..not got any.,background
game log says it...,background
what do you need guys?,background
Sorry..,background
Same here,background
i have lots of wheat,background
Euan discarded 4 resources.,background
wheat then?,background
I'm game,background
I am happy to keep playing,background
I'd like some wheat?,background
Ghettoette traded 1 clay for 1 wood from catanstrophe.,background
not me,background
or kill it,background
we all do!,background
can anyone spare wood or ore?,background
Me too.,background
see you then hopefully!,background
Maybe give till ten past ,background
hopeless!,background
we all seem to have a surfeit.,background
need mine,background
"The little seed is stirred, it swells and shoots up, and pours its sap into your blood, directing your course either for good or evil.",background
"Fair,",background
ztime traded 1 clay for 1 sheep from Shawnus.,background
now i could trade,background
i could spare ore,background
i'm fresh out again,background
"sorry I said no clay,",background
still need clay,background
could do with some ore or sheep,background
a lot of 7s coming up this game.,background
I do,background
but I will have to go,background
And why am I to go in this paper frock?,background
we'll see how the board treats us,background
erm... how do accept a trade?,background
And this is my story.,background
"cheers, well played ccg",background
>>> Gaeilgeoir has won the game with 10 points.,background
i'm enjoying these emoticons,background
"When he had made two snips, he saw the little Red-Cap shining, and then he made two snips more, and the little girl sprang out, crying: Ah, how frightened I have been!",background
>>> ztime has won the game with 10 points.,background
it just seems,background
"No.,..",background
well maybe tonight will be your night,background
neither,background
don't have 2 wheat,background
nicely done,background
>>> catanstrophe has won the game with 10 points.,background
i have a meeting in 25min,background
"but I need wood, too",background
>>> tomas.kostan has won the game with 10 points.,background
Me too.,background
Please take a minute to fill in the questionnaire.,background
i've enjoyed this,background
"well, I look forward to thursday, yes",background
1 wheat for 1 clay,background
i need my wheat,background
>>> inca has won the game with 10 points.,background
i need my wheat,background
"No, replied Ginger, who had opened the envelope, it is the rates and taxes, 3 pounds 19 11 3/4. [pounds are British money, the 19 is schillings, and then pence]",background
"As a stranger she came into a foreign country, where a strange tongue was spoken and where new customs prevailed.",background
"I played the card,",background
none either,background
it looks golden and wheaty from here,background
does anyone have wood or ore,background
mine is greyed out,background
instead of slaughtering all my poor innocent sheep!,background
bye!,background
"A change had, however, taken place in his wife; after she had been restored to life, it seemed as if all love for her husband had gone out of her heart.",background
hi william!,background
"The next morning when he awoke he lifted up his pillow, and there lay the piece of gold glittering underneath; the same happened next day, and indeed every day when he arose.",background
You had more than 7 reseources,background
Nancy: have a settlement there...,background
i've enjoyed this,background
it just seems,background
no,background
"yes,",background
no clay here sorry,background
"well, I look forward to thursday, yes",background
have none to give,background
so I moved him twice,background
moved the robber,background
"(I can tell you her name, she was called Thomasina Tittle- mouse, a woodmouse with a long tail.)",background
And the cow?,background
Maybe give till ten past ,background
sorry just spent it :/,background
I'm all wheaty,background
"Soon, I shall have new zealand.",background
"Sorry,",background
nicely done,background
At length came a young fox.,background
>>> dmm has won the game with 10 points.,background
I'd like to see it.,background
i could even play 2 on thurs,background
"no,",background
*ADDTIME*,background
Nancy: have a settlement there...,background
Once we all have the idea,background
none either,background
"ok,",background
didn't even see that coming.,background
good game,background
wow,background
Anyone want anything for wood?,background
don't have a sheep,background
we wait ten mins for cameron,background
or dat...,background
or is it getting too late for you guys?,background
llots of ore :p,background
I have ore,background
"what did you want to give,",background
oh great,background
"The next morning when he awoke he lifted up his pillow, and there lay the piece of gold glittering underneath; the same happened next day, and indeed every day when he arose.",background
*twiddles thumbs*,background
sent the trade,background
I have no wood,background
And this is my story.,background
well thanks guys,background
"Sorry, no clay",background
I've sheep or wood,background
>>> chrysaetos has won the game with 10 points.,background
i need to run,background
"no sheep,",background
or dat...,background
Nancy: have a settlement there...,background
>>> Tomm has won the game with 10 points.,background
How did we fix it last time,background
i have wood,background
mine is greyed out,background
am clayless :(,background
ouch,background
>>> gramos has won the game with 10 points.,background
not me..,background
could do with some ore or sheep,background
Same here,background
anyone got some ore?,background
"no sheep,",background
we can try emailing him,background
i was lucky to get directly the 7,background
does anyone have wood or ore,background
hi william!,background
no wheat,background
does anyone have wood or ore,background
I have no wood,background
And the cow?,background
I have played a lot ,background
good luck,background
first we chat about it,background
lol,background
so I moved him twice,background
"The hen who had lost the loose little feather naturally did not recognise her own story, and being a respectable hen, said: I despise those fowls; but there are more of that kind.",background
does the robber do anything,background
Ghettoette traded 1 clay for 1 wood from catanstrophe.,background
i agree,background
i have lots of wheat,background
I'll trade with ariachiba,background
>>> sabercat has won the game with 10 points.,background
im such a noob,background
"So the day of the funeral passed away, and similar days followed, of dark, wearisome pain.",background
"I.e., the game stays ""in progress""",background
sorry,background
"Ah, 'fraid not",background
i'll load up gmail,background
And the cow?,background
"Fair,",background
I sort of cut him out >.>,background
need mine,background
we'll see how the board treats us,background
"So the day of the funeral passed away, and similar days followed, of dark, wearisome pain.",background
"ah, don't need any wood!",background
So...anyone got clay?,background
"Haha, fingers crossed!",background
>>> intemporaliter has won the game with 10 points.,background
I'd like some wheat?,background
*twiddles thumbs*,background
i have a meeting in 25min,background
i've enjoyed this,background
i'll trade sheep for wheat,background
when you have to,background
"The hen who had lost the loose little feather naturally did not recognise her own story, and being a respectable hen, said: I despise those fowls; but there are more of that kind.",background
you can continue even if one player leaves,background
Once we all have the idea,background
do you lose the chat log?,background
Please take a minute to fill in the questionnaire.,background
"No, thank you, Mrs Cat, answered the wolf.",background
but looads of 6's no 8's :p,background
can anyone spare wood or ore?,background
nay,background
"And the master said, You have been a faithful and good servant, Hans, so your pay shall be handsome.",background
"not me, sorry",background
oh great,background
no,background
not me..,background
I know for roads it will show on the map,background
Sounds right now.,background
"Sorry,",background
"The little seed is stirred, it swells and shoots up, and pours its sap into your blood, directing your course either for good or evil.",background
I just got an email about winning a competition for movie tickets,background
"anyway, good game guys.",background
game log says it...,background
"see you next time,",background
i've enjoyed this,background
but I will have to go,background
we all seem to have a surfeit.,background
i want sheep:),background
i hate you jade,background
"No, replied Ginger, who had opened the envelope, it is the rates and taxes, 3 pounds 19 11 3/4. [pounds are British money, the 19 is schillings, and then pence]",background
my flatmate is too laxy,background
i have wood,background
I'll trade with ariachiba,background
I do,background
yep saturday's looking promising,background
Nancy: have a settlement there...,background
i agree,background
it just seems,background
sabercat traded 2 clay for 2 sheep from skinnylinny.,background
"they missed them both,",background
does the robber do anything,background
THIS story really consists of two parts.,background
"A change had, however, taken place in his wife; after she had been restored to life, it seemed as if all love for her husband had gone out of her heart.",background
>>> nareik15 has won the game with 10 points.,background
now i could trade,background
"And the master said, You have been a faithful and good servant, Hans, so your pay shall be handsome.",background
I'll trade with ariachiba,background
need mine,background
"no sheep,",background
"Sorry, not got any",background
"(I can tell you her name, she was called Thomasina Tittle- mouse, a woodmouse with a long tail.)",background
not me bro..,background
Same here...,background
yeah that's fine with me.,background
it's clay my heart desires!,background
4 has never been rolled,background
not me,background
"no sheep,",background
does the robber do anything,background
see you then hopefully!,background
"The next morning when he awoke he lifted up his pillow, and there lay the piece of gold glittering underneath; the same happened next day, and indeed every day when he arose.",background
"ah, don't need any wood!",background
email sent,background
No brick here,background
hey,background
>>> null has won the game with 4 points.,background
No brick here,background
Same here,background
nay,background
I should have offered up wood for free,background
>>> william has won the game with 11 points.,background
yea,background
"So the father gave him his blessing, and with great sorrow took leave of him.",background
yes,background
>>> tomas.kostan has won the game with 10 points.,background
But must dash!,background
no clay here sorry,background
it just seems,background
sorry just spent it :/,background
or is it getting too late for you guys?,background
no wheat,background
i'll load up gmail,background
>>> Sparkles has won the game with 11 points.,background
"yeah me too,",background
I've sheep or wood,background
it just seems,background
first we chat about it,background
i'll trade sheep for wheat,background
>>> chrysaetos has won the game with 10 points.,background
afraid still none!,background
see you then hopefully!,background
>>> Sparkles has won the game with 11 points.,background
And this is my story.,background
"build,",background
I wish I had sheep.,background
neither,background
sorry just spent it :/,background
"not me, sorry",background
we'll see,background
for?,background
Please take a minute to fill in the questionnaire.,background
no 7!!!,background
anyone got some ore?,background
"trade,",background
or dat...,background
very well played,background
"Fair,",background
sheep,background
neither,background
>>> dmm has won the game with 10 points.,background
thanks,background
>>> Agnes has won the game with 10 points.,background
So do I.,background
"I clicked where I wanted it a couple of times,",background
"A little tree stood near the ash-heap and said, Ash-heap, why art thou burning?",background
>>> ztime has won the game with 10 points.,background
what do you need guys?,background
but looads of 6's no 8's :p,background
i've enjoyed this,background
yea,background
"As a stranger she came into a foreign country, where a strange tongue was spoken and where new customs prevailed.",background
>>> skinnylinny has won the game with 10 points.,background
"When he had made two snips, he saw the little Red-Cap shining, and then he made two snips more, and the little girl sprang out, crying: Ah, how frightened I have been!",background
>>> Agnes has won the game with 10 points.,background
first we chat about it,background
thanks guys,background
Apologies for the delay.,background
"build,",background
no ore sorry,background
"Haha, fingers crossed!",background
"So the father gave him his blessing, and with great sorrow took leave of him.",background
gl all!,background
"no sheep,",background
yeah that's fine with me.,background
Me too.,background
you can continue even if one player leaves,background
Same.,background
We'll steal,background
Nancy: have a settlement there...,background
sent the trade,background
>>> mmatrtajova has won the game with 10 points.,background
for some reason i often find 10s are much rarer than they should be,background
confused.com,background
"The next morning when he awoke he lifted up his pillow, and there lay the piece of gold glittering underneath; the same happened next day, and indeed every day when he arose.",background
I just got an email about winning a competition for movie tickets,background
>>> Gaeilgeoir has won the game with 10 points.,background
neither,background
"I moved it there with the 7,",background
"Sorry, not got any",background
"As a stranger she came into a foreign country, where a strange tongue was spoken and where new customs prevailed.",background
"I played the card,",background
"The hen who had lost the loose little feather naturally did not recognise her own story, and being a respectable hen, said: I despise those fowls; but there are more of that kind.",background
>>> ztime has won the game with 10 points.,background
neither,background
>>> Josephine has won the game with 10 points.,background
click register a trade,background
game log says it...,background
not me bro..,background
"anyway, good game guys.",background
contact me for the money,background
"While we're talking about trading,",background
"none at all,",background
"anyway, good game guys.",background
i'll do that,background
i have a meeting in 25min,background
"gotta go all,",background
"I played the card,",background
yep saturday's looking promising,background
1 wheat for 1 clay,background
"ah, don't need any wood!",background
>>> inca has won the game with 10 points.,background
good luck all,background
for some reason i often find 10s are much rarer than they should be,background
I think I got very lucky getting to the sheep port,background
"I played the card,",background
"I played the card,",background
none either,background
>>> gramos has won the game with 10 points.,background
"I clicked where I wanted it a couple of times,",background
"Haha, fingers crossed!",background
"sorry I said no clay,",background
"Was getting mixed up with army,",background
*ADDTIME*,background
I am happy to keep playing,background
Please take a minute to fill in the questionnaire.,background
Please take a minute to fill in the questionnaire.,background
just innis to come,background
sure,background
yeah that's fine with me.,background
"Ah, how this game goes back :p",background
I have ore,background
"Sorry, not got any",background
Heh,background
LJ you are really rolling those 7s,background
I do,background
"The little seed is stirred, it swells and shoots up, and pours its sap into your blood, directing your course either for good or evil.",background
"ok, so we could do with playing all games before thursday",background
bye!,background
"Ah, how this game goes back :p",background
good game everyone,background
Sorry..,background
. . . and it sees the bad Rabbit tearing past--without any tail or whiskers!,background
Where? where? cooed the doves.,background
gl all!,background
>>> tomas.kostan has won the game with 10 points.,background
does the robber do anything,background
but I will have to go,background
need wheat,background
who is it we need ,background
i want clay,background
"So the day of the funeral passed away, and similar days followed, of dark, wearisome pain.",background
>>> chrysaetos has won the game with 10 points.,background
1 wheat for 1 clay,background
"When at last he had ruined his health, they brought him into the country, where someone paid for his board and residence.",background
Anyone want anything for wood?,background
LJ you are really rolling those 7s,background
"Sorry, no clay",background
am free next week evenings again,background
And the cow?,background
we all seem to have a surfeit.,background
I do,background
>>> Sparkles has won the game with 11 points.,background
>>> william has won the game with 10 points.,background
"yes,",background
"nope,",background
am free next week evenings again,background
1 wheat for 1 clay,background
afraid still none!,background
first,background
Sounds right now.,background
well maybe tonight will be your night,background
"While we're talking about trading,",background
instead of slaughtering all my poor innocent sheep!,background
Indeed,background
>>> nelsen has won the game with 10 points.,background
But must dash!,background
"no,",background
good luck all,background
And the cow?,background
"So the day of the funeral passed away, and similar days followed, of dark, wearisome pain.",background
or is it getting too late for you guys?,background
And with that she flew away.,background
Me too.,background
>>> nareik15 has won the game with 10 points.,background
the robber's sitting on my field sadly,background
I know for roads it will show on the map,background
good luck all,background
Congrats!,background
a lot of 7s coming up this game.,background
well played,background
well thanks guys,background
not me bro..,background
"no sheep,",background
"The little seed is stirred, it swells and shoots up, and pours its sap into your blood, directing your course either for good or evil.",background
"The next morning when he awoke he lifted up his pillow, and there lay the piece of gold glittering underneath; the same happened next day, and indeed every day when he arose.",background
From the lawn beyond the garden came the distant clacketty sound of the mowing machine.,background
i could even play 2 on thurs,background
no clay :(,background
Glad you enjoyed it.,background
"No, thank you, Mrs Cat, answered the wolf.",background
neither,background
a lot of 7s coming up this game.,background
"A change had, however, taken place in his wife; after she had been restored to life, it seemed as if all love for her husband had gone out of her heart.",background
>>> skinnylinny has won the game with 10 points.,background
does the robber do anything,background
I'm good,background
a lot of 7s coming up this game.,background
we seem to be abundant,background
no,background
can anyone spare wood or ore?,background
we wait ten mins for cameron,background
Congrats!,background
No sheep/ore :/,background
And with that she flew away.,background
At length came a young fox.,background
>>> Gaeilgeoir has won the game with 10 points.,background
i was lucky to get directly the 7,background
No brick here,background
I am happy to keep playing,background
"As she entered the courtyard, the cock who was perched on the well, called out:",background
we'll see how the board treats us,background
No sheep/ore :/,background
"I clicked where I wanted it a couple of times,",background
"sorry I said no clay,",background
anyone want wheat?,background
Glad you enjoyed it.,background
THIS story really consists of two parts.,background
well played william!,background
>>> william has won the game with 10 points.,background
still no,background
it looks golden and wheaty from here,background
>>> catanstrophe has won the game with 10 points.,background
"So the day of the funeral passed away, and similar days followed, of dark, wearisome pain.",background
4 has never been rolled,background
I'm good,background
I have sheep,background
At length came a young fox.,background
no 7!!!,background
first,background
no ore sorry,background
sorry,background
"ok,",background
"OUR scene is laid in Northern Jutland, in the so-called wild moor.",background
no clay :(,background
At length came a young fox.,background
thanks,background
"bah, phone, brb.",background
"not me, sorry",background
I have ore,background
"In this way the story travelled from poultry-yard to poultry-yard, and at last came back to the place from which it had really started.",background
"none at all,",background
Anyone want anything for wood?,background
THIS story really consists of two parts.,background
sorry just spent it :/,background
well maybe tonight will be your night,background
who is it we need ,background
i hate you jade,background
No brick here,background
I should have offered up wood for free,background
afraid i'm out,background
"As a stranger she came into a foreign country, where a strange tongue was spoken and where new customs prevailed.",background
but he joined league 1 minute ago as well,background
afraid still none!,background
Rachmaninov also has some beautiful piano works,background
"Sorry,",background
>>> Sparkles has won the game with 11 points.,background
no 7!!!,background
don't have a sheep,background
"Ok, ",background
i need my wheat,background
no 7!!!,background
all i have is sheep,background
4 has never been rolled,background
still no,background
Apologies for the delay.,background
that wasnt me,background
but he joined league 1 minute ago as well,background
Miss Moppet holds her poor head in her paws and looks at him through a hole in the duster.,background
And this is my story.,background
yep saturday's looking promising,background
good luck,background
>>> gramos has won the game with 10 points.,background
im such a noob,background
sent the trade,background
Rachmaninov also has some beautiful piano works,background
good stuff. see you guys tomorrow :),background
or kill it,background
moved the robber,background
I'm all wheaty,background
Anyone want anything for wood?,background
gl all!,background
So...anyone got clay?,background
or dat...,background
no,background
I am happy to keep playing,background
anyone got some ore?,background
now i could trade,background
"but I need wood, too",background
>>> nelsen has won the game with 10 points.,background
And why am I to go in this paper frock?,background
not any more,background
>>> gramos has won the game with 10 points.,background
am free next week evenings again,background
i want clay,background
yep,background
hi william!,background
i want sheep:),background
me again. ,background
but he joined league 1 minute ago as well,background
contact me for the money,background
thanks,background
wow,background
do you lose the chat log?,background
i have clay,background
i'll load up gmail,background
"still not got any clay,",background
confused.com,background
"As a stranger she came into a foreign country, where a strange tongue was spoken and where new customs prevailed.",background
"I clicked where I wanted it a couple of times,",background
no wheat,background
we all seem to have a surfeit.,background
moved the robber,background
well played,background
I'd like some wheat?,background
game log says it...,background
thanks guys,background
"ah, don't need any wood!",background
No sheep/ore :/,background
"ah, don't need any wood!",background
How did we fix it last time,background
not me bro..,background
"The little seed is stirred, it swells and shoots up, and pours its sap into your blood, directing your course either for good or evil.",background
No sheep/ore :/,background
I have sheep,background
good game everyone,background
And with that she flew away.,background
"So the father gave him his blessing, and with great sorrow took leave of him.",background
>>> gotwood4sheep has won the game with 10 points.,background
No clay either,background
I do,background
"No, replied Ginger, who had opened the envelope, it is the rates and taxes, 3 pounds 19 11 3/4. [pounds are British money, the 19 is schillings, and then pence]",background
"So the day of the funeral passed away, and similar days followed, of dark, wearisome pain.",background
"Soon, I shall have new zealand.",background
"So the day of the funeral passed away, and similar days followed, of dark, wearisome pain.",background
"The hen who had lost the loose little feather naturally did not recognise her own story, and being a respectable hen, said: I despise those fowls; but there are more of that kind.",background
yep saturday's looking promising,background
very well played,background
wow,background
"sorry I said no clay,",background
>>> Tomm has won the game with 10 points.,background
On my screen it has you asking Tyrant Lord to confirm,background
didn't even see that coming.,background
I haven't won yet :(,background
i'm enjoying these emoticons,background
"ok,",background
"they missed them both,",background
can anyone spare wood or ore?,background
llots of ore :p,background
yeah thought so,background
but I will have to go,background
elusive German :P,background
good luck all :),background
"While we're talking about trading,",background
ouch,background
Please take a minute to fill in the questionnaire.,background
i agree,background
"but I need wood, too",background
very well played,background
"Hm, shouldn't happen",background
sorry,background
Carina?,background
"I moved it there with the 7,",background
i'll load up gmail,background
Most German/Austrian composers from the 18th/19th centuries.,background
my flatmate is too laxy,background
"In this way the story travelled from poultry-yard to poultry-yard, and at last came back to the place from which it had really started.",background
it just seems,background
"A change had, however, taken place in his wife; after she had been restored to life, it seemed as if all love for her husband had gone out of her heart.",background
>>> yiin has won the game with 10 points.,background
"When he had made two snips, he saw the little Red-Cap shining, and then he made two snips more, and the little girl sprang out, crying: Ah, how frightened I have been!",background
i have wood,background
"bah, phone, brb.",background
yea,background
not me,background
>>> mmatrtajova has won the game with 10 points.,background
not me..,background
"Sorry,",background
afraid i'm out,background
lamentably I am sheepless,background
Sounds right now.,background
"I clicked where I wanted it a couple of times,",background
>>> chrysaetos has won the game with 10 points.,background
very well played,background
good luck all,background
mine is greyed out,background
It was nice playing with you.,background
Once we all have the idea,background
i agree,background
none either,background
And the horse?,background
"I played the card,",background
"As she entered the courtyard, the cock who was perched on the well, called out:",background
not any more,background
oh great,background
"OUR scene is laid in Northern Jutland, in the so-called wild moor.",background
I think we fill in the questionnaire,background
has anyone got a spare clay?,background
"Soon, I shall have new zealand.",background
none here,background
"No, replied Ginger, who had opened the envelope, it is the rates and taxes, 3 pounds 19 11 3/4. [pounds are British money, the 19 is schillings, and then pence]",background
longest road i think only from 5 roads or longer,background
And why am I to go in this paper frock?,background
it just seems,background
Place your first settlement?,background
moved the robber,background
"ah, don't need any wood!",background
"none at all,",background
How did we fix it last time,background
"No, replied Ginger, who had opened the envelope, it is the rates and taxes, 3 pounds 19 11 3/4. [pounds are British money, the 19 is schillings, and then pence]",background
>>> CheshireCatGrin has won the game with 10 points.,background
No sheep/ore :/,background
we wait ten mins for cameron,background
>>> CheshireCatGrin has won the game with 10 points.,background
"yes,",background
no ore sorry,background
and again a second time it said these words.,background
lamentably I am sheepless,background
>>> william has won the game with 10 points.,background
i have lots of wheat,background
>>> ztime has won the game with 10 points.,background
well thanks guys,background
yep saturday's looking promising,background
we'll see how the board treats us,background
I'd like to see it.,background
And pray what was his profession and his standing in respectable society?,background
>>> Gaeilgeoir has won the game with 10 points.,background
No,background
I know for roads it will show on the map,background
So...anyone got clay?,background
sorry,background
nay,background
"I moved it there with the 7,",background
anyone want wheat?,background
"ok, so we could do with playing all games before thursday",background
i am getting a trade for sheep,background
I'd like some wheat?,background
sabercat traded 2 clay for 2 sheep from skinnylinny.,background
"And on the third morning stood water for washing and water for drinking before the mans daughter, and milk for washing and wine for drinking, before the womans daughter, and so it continued.",background
>>> dmm has won the game with 10 points.,background
don't have a sheep,background
i'll do that,background
anybody prepared to trade a sheep?,background
sheep,background
Congrats!,background
well played,background
Maybe give till ten past ,background
i'll load up gmail,background
Me too.,background
"Ah, 'fraid not",background
ouch,background
what happened?,background
Carina?,background
I'll trade with ariachiba,background
not me bro..,background
longest road i think only from 5 roads or longer,background
we wait ten mins for cameron,background
it just seems,background
"When he had made two snips, he saw the little Red-Cap shining, and then he made two snips more, and the little girl sprang out, crying: Ah, how frightened I have been!",background
oh great,background
a lot of 7s coming up this game.,background
"And on the third morning stood water for washing and water for drinking before the mans daughter, and milk for washing and wine for drinking, before the womans daughter, and so it continued.",background
i'm enjoying these emoticons,background
"Hm, shouldn't happen",background
i'll trade sheep for wheat,background
email sent,background
Please take a minute to fill in the questionnaire.,background
